x,y
3238,11.9902925491333
1595,11.684118270874023
6388,12.269584655761719
2054,11.107452392578125
1706,14.129755973815918
2968,11.720829010009766
1155,12.24024772644043
2913,12.333550453186035
6442,11.183516502380371
1177,12.2821683883667
8275,11.803699493408203
1250,12.748116493225098
2069,11.804027557373047
3012,12.853158950805664
3241,11.12411880493164
36681,11.231733322143555
1481,11.673819541931152
9979,9.8414306640625
3823,8.779311180114746
2785,12.722273826599121
2034,11.019410133361816
6558,10.934060096740723
14668,12.075485229492188
3503,11.87186336517334
1440,11.223919868469238
9157,11.595629692077637
2665,12.318912506103516
8695,9.822216033935547
3018,9.418037414550781
2198,11.08888053894043
1561,12.295110702514648
3104,12.51256275177002
1460,9.790575981140137
2627,11.300261497497559
3366,8.816946983337402
2884,10.862329483032227
1267,12.450797080993652
1500,7.191976547241211
1295,10.659114837646484
2747,10.725774765014648
2026,12.713998794555664
11365,10.81347370147705
1871,12.387609481811523
9650,12.034307479858398
2201,10.937823295593262
2929,12.10452651977539
1660,7.789892196655273
3169,12.408435821533203
3175,11.830100059509277
1688,12.980490684509277
1814,11.090478897094727
7119,11.552995681762695
3662,11.697402954101562
3054,10.399704933166504
17562,9.24155044555664
22787,12.992362022399902
1251,11.116812705993652
15728,12.493534088134766
18217,8.86835765838623
10083,11.637633323669434
1927,11.147075653076172
4298,9.072189331054688
1788,11.433886528015137
12409,10.978219985961914
2789,10.281867027282715
1927,11.02910327911377
1139,11.803133010864258
1895,11.55408000946045
4876,12.159895896911621
2839,11.520618438720703
14736,9.507732391357422
2235,12.23521614074707
14960,12.018677711486816
3955,11.79868221282959
1047,10.663818359375
16807,10.067070007324219
1446,9.119309425354004
6171,12.148122787475586
2132,12.456991195678711
56116,12.258123397827148
15780,12.134920120239258
3851,13.7870512008667
15868,11.58478832244873
2943,11.738120079040527
1381,10.190747261047363
4040,15.0664701461792
9334,11.652033805847168
1257,7.466278553009033
1607,8.413928031921387
1578,12.278712272644043
1806,12.947402000427246
2209,10.112690925598145
1409,12.323624610900879
2158,12.416259765625
30376,11.009849548339844
1184,11.109540939331055
7565,12.158239364624023
1232,11.178832054138184
1619,11.51845645904541
1210,13.911426544189453
12700,11.42176628112793
4328,11.865273475646973
2921,11.940594673156738
11190,10.903477668762207
2895,12.951780319213867
3085,11.478336334228516
1380,10.210409164428711
5553,11.330864906311035
5190,12.964399337768555
3816,9.575658798217773
3832,11.330955505371094
4305,12.351181983947754
8168,11.862565040588379
8121,11.526165962219238
3262,12.124197959899902
7653,11.745604515075684
3708,10.754129409790039
2426,12.88714599609375
3931,11.787952423095703
1285,13.025675773620605
2207,11.76140308380127
5104,11.686023712158203
1797,12.286906242370605
20454,11.956192970275879
3300,9.143088340759277
1505,8.486559867858887
1902,10.554482460021973
1970,12.39853572845459
7579,9.145979881286621
2275,10.362532615661621
1278,8.85507869720459
2185,12.751317024230957
1853,7.868613243103027
4549,9.052732467651367
2268,10.645418167114258
5776,11.36778736114502
1604,10.775477409362793
2274,13.163030624389648
1578,12.271626472473145
15029,12.50875473022461
5369,11.31041431427002
11009,10.179097175598145
2127,10.49031925201416
5106,12.231431007385254
2520,11.616840362548828
3862,10.507628440856934
4435,12.599455833435059
1152,12.731369018554688
4549,12.090476036071777
1949,9.769220352172852
2520,7.5499043464660645
1315,11.440268516540527
17349,11.6132230758667
5025,11.570136070251465
2353,11.107725143432617
1294,7.495215892791748
5143,12.426894187927246
3553,13.058984756469727
35437,12.2946195602417
22418,12.175888061523438
1373,12.154568672180176
1516,13.370330810546875
6552,12.941496849060059
1195,11.027873039245605
1684,10.211498260498047
5877,11.638595581054688
2755,11.949951171875
3938,12.941784858703613
1869,10.882275581359863
5081,11.075650215148926
3013,12.028642654418945
1089,10.673137664794922
30418,11.78439998626709
10939,12.169821739196777
3629,12.579366683959961
3755,11.359686851501465
1281,9.134367942810059
3629,11.713637351989746
2149,11.967236518859863
2343,11.462380409240723
2870,10.787596702575684
1396,10.576172828674316
12833,12.835780143737793
1228,12.627137184143066
2734,12.03762435913086
1227,11.04503345489502
3440,9.29324722290039
19926,11.456242561340332
1064,12.902691841125488
13584,12.328572273254395
2462,12.424962997436523
2924,12.095057487487793
13459,11.309144020080566
2152,12.26602554321289
1016,9.372462272644043
4302,11.310873031616211
1182,11.948821067810059
1603,12.328063011169434
1213,12.669469833374023
1621,10.767848014831543
12825,10.149754524230957
2396,11.761348724365234
1461,11.402610778808594
2914,11.937881469726562
1391,13.679937362670898
3399,10.059549331665039
1785,12.879659652709961
1377,10.421774864196777
1712,8.143020629882812
1019,12.64703369140625
4999,12.38943862915039
1910,11.560370445251465
1168,11.565088272094727
1661,11.704752922058105
8133,12.59986686706543
1401,7.923466205596924
1117,9.62801742553711
1189,12.003954887390137
6339,11.30018138885498
2170,11.492298126220703
4850,12.001298904418945
2583,9.152268409729004
13624,10.598220825195312
6499,12.514531135559082
8387,12.148006439208984
2764,11.75299072265625
1888,11.640666961669922
1101,8.078022003173828
8096,11.908295631408691
5447,10.887822151184082
1997,11.399333953857422
1787,7.434035778045654
19521,12.736577987670898
1405,10.472646713256836
2720,11.643125534057617
3466,11.640978813171387
4097,11.664393424987793
29575,11.45514965057373
1136,12.24057388305664
4777,11.967061042785645
64189,12.47464656829834
3443,10.959990501403809
1322,10.819745063781738
1430,11.593695640563965
5059,11.684239387512207
9356,12.334935188293457
2428,12.265115737915039
2382,12.77180290222168
22549,11.668193817138672
32486,8.038211822509766
1663,8.322821617126465
1160,10.886080741882324
2019,13.827083587646484
1789,11.510567665100098
1133,10.857514381408691
11826,11.031366348266602
3321,11.778727531433105
5329,12.394646644592285
4353,12.012657165527344
2050,10.66862678527832
5054,9.592473983764648
3144,12.48099422454834
1575,7.656345367431641
2754,10.981330871582031
2803,11.320527076721191
1371,11.167503356933594
3780,10.664495468139648
4996,12.054022789001465
8647,10.538749694824219
1883,9.676575660705566
1842,11.741212844848633
1067,9.720070838928223
1300,9.999350547790527
1421,11.447239875793457
5821,13.318124771118164
31628,11.88521957397461
5810,11.616327285766602
4407,11.80479621887207
1271,11.888619422912598
1519,13.136455535888672
61783,11.611226081848145
1082,9.781997680664062
1048,9.519512176513672
1215,7.214419364929199
3001,8.908491134643555
7878,12.986540794372559
11726,11.077177047729492
2617,9.889543533325195
1520,12.054262161254883
1802,12.638466835021973
1491,12.172842025756836
17237,12.475085258483887
7497,11.878846168518066
1533,9.534754753112793
2546,13.059647560119629
1244,11.258557319641113
57400,11.612009048461914
3624,12.662980079650879
4394,11.209352493286133
3048,11.977387428283691
10467,12.85715389251709
2516,11.73531723022461
3917,9.90035343170166
39335,12.516888618469238
3645,10.939170837402344
